Geneid,"RNA STAR on dataset 4, 5, and others: mapped.bam"
Kap-alpha1,592
Cyp305a1,235
cyc,253
Fibp,359
Deaf1,79
trc,171
CG32221,133
kto,8
Papss,238
Rab8,568
Usp32,468
Mi-2,206
Su(Tpl),363
Prp3,105
Mtr3,29
Rpn1,418
Su(z)12,180
Pfdn6,404
Grasp65,237
CG8004,143
RhoGDI,10912
Ac76E,338
CG32219,0
CG34258,0
CG33710,0
CG42655,0
CG42654,0
CG42263,0
CG14182,121
CG17732,0
hale,0
schuy,0
Csas,48
fln,27
Nca,721
CG7646,667
Gabat,812
Tom20,814
CG7668,147
kug,129
CG14183,1
CG14184,104
sNPF-R,337
CG14186,1612
CG14185,2
Ir76b,20
CG14187,0
CG7365,111
gig,83
obst-J,1
CG7335,0
CG7328,31
CG42674,363
Ssk,243
CG42833,0
obst-F,0
CG7298,0
CG7290,0
CG6996,0
CG7017,0
CG6933,0
CG17145,0
CG17147,0
Su(var)3-3,72
CG13813,39
CG17233,111
Clc,1362
CG6951,26
rdgC,1122
CG32228,2
gogo,51
CG17122,0
FRG1,72
Pex23,40
SCCRO4,141
CG32225,602
polo,0
alphaSnap,5990
Spn77Ba,297
Spn77Bb,0
Spn77Bc,0
Rbbp5,24
eRF1,748
CG5618,362
kin17,100
CG5665,0
DNApol-alpha60,6
Toll-9,1
in,51
CG13247,1
Ide,122
RhoBTB,544
CG5498,88
fbl,1043
CG33969,91
trbl,217
CG13248,287
zye,1
CG5282,103
CG5274,32
CG5262,70
Las,153
Psn,96
mRpL15,43
CG5872,140
CG11796,1179
CG5910,324
CG5199,50
atk,5
mag,1
CG42764,7
CG5955,194
CG32428,711
CG5969,156
isoQC,145
ZnT77C,78
ND-39,1373
CG32425,471
CG18281,0
CG17637,0
CG5078,0
CG5059,3462
mTerf3,9
CG5104,115
CG4825,218
CG4858,22
Rcd2,181
CG13250,1
knrl,107
CG13251,3
kni,35
cmpy,282
CG34260,0
CG13252,160
Gr77a,0
CG33912,0
CG43251,0
CG4074,62
CG4186,58
CG4042,63
Pitslre,305
Pex16,153
Pex14,154
CG11399,378
CG11396,71
Six4,3
CG3698,0
tzn,162
Spc105R,3
CG3634,80
HIPP1,285
CG3618,270
Pka-R1,4322
Mst77F,3
CG3288,22
CG13255,335
CSN3,148
CG11456,185
CG32432,240
Sfp77F,0
CG43931,0
CG11458,4676
fng,759
CG10589,0
Sems,0
CG10588,0
CG11037,0
CG10587,0
CG12983,2
CG33287,0
CG33286,0
CG12984,0
skd,417
CG10585,110
CG10584,45
Sin,58
CG10581,2
siz,423
CG43072,6
ko,202
CG33285,1
CG43938,4
CG33284,0
ICA69,77
CG10565,160
Ac78C,166
chb,504
AsnS,424
CG42337,469
park,20
CG34261,5
CG33054,53
CG33056,276
CG10512,587
CG10510,0
CG10508,100
CG12975,96
Ilk,768
CG43219,1
Eip78C,463
CG43218,1
CG9391,619
CG9389,2
AcCoAS,5946
ppl,287
CG12974,2
pzg,132
Cpr78Ca,4
Cpr78Cb,2
Edg78E,1
CG43702,0
Cpr78Cc,1
CG11309,431
CG7632,114
Pc,401
Rab26,148
Tsr1,118
CG7324,127
CG32436,0
ebd2,21
CG12971,2
CG32437,0
CG32440,0
rgn,589
sa,0
barc,167
CG33288,2
Aef1,227
CG5664,92
Alp1,3
Syx7,679
croc,14
Neu2,13
CG7202,0
CG7519,77
Hr78,297
Glg1,261
Est-Q,215
M6,879
SAK,10
Cdk12,158
CG7611,1477
Arv1,171
Mkrn1,1332
ppk5,2
Rpn10,1013
COX8,4130
VhaM9.7-b,2314
CG33290,0
Wnk,123
CG7173,0
CapaR,12
CG7634,0
CRIF,88
SMC5,27
CG32441,571
TfAP-2,30
S1P,3
CG11307,9
CG7166,1275
CG11306,140
MED1,206
ORMDL,85
CG32444,694
CG32445,0
Atox1,1133
CG43980,10
Cpr78E,0
CG11249,0
Als2,197
CG11248,113
Sfp78E,0
CG32447,31
CG11247,205
Rpb8,69
CG14570,0
CG14569,29
CG14568,0
CG14573,2
CG14567,53
CG14566,26
CG14572,35
CG14565,43
Syn1,662
CG14564,0
CG7370,2
eg,43
CG43895,0
CycH,5
CG7407,347
CG7414,3681
CG32448,148
CG7148,78
Nopp140,324
P5CDh1,1686
CG14563,0
mub,6950
SLC22A,100
DNApol-eta,8
CG14562,248
CG7458,0
CS-2,0
CG7470,1174
Act79B,343
CG7140,0
CG43392,0
Oct-TyrR,237
CG14561,8
CG7139,257
CG7133,83
CG7130,118
RpLP0,4657
Sfp79B,0
msopa,0
olf413,717
Rich,329
Ddx1,56
CG11523,107
Csp,3178
Srpk79D,221
Hem,151
IleRS,110
Ten-m,3121
CG32450,0
CG11449,0
laza,1005
CG11438,136
CG11437,8
CG11426,173
CG11425,202
CG43312,0
CG43331,0
CG43330,0
CG43329,1
CG11404,1
Trxr-2,0
CG14459,36
ND-B14.5AL,0
CG33766,0
CG33767,0
CG33768,0
CG33769,0
CG33770,0
CG33771,0
CG33772,0
CG14457,14
CG14455,0
CG14456,0
CG14454,0
CG12546,0
CG14453,0
CG14452,0
CG32453,0
CG45116,0
CG11370,1
ArfGAP3,450
CG32452,7
mael,6
CG14451,0
CG14450,311
CG11367,133
CG32454,8
CG11241,62
l(3)04053,160
CG7369,242
SPoCk,5814
CG14448,4
jim,2426
CG45428,2
CG11226,2
CG32462,0
CG32459,0
CG13239,4
CG33169,148
CG33170,647
CG11137,186
Arf79F,3822
CG11109,3
Chro,339
Ssl1,13
slif,604
CG11131,0
BoYb,0
CG12768,45
Mes2,122
CG32461,0
CG32457,3
nrm,425
RpL10,4370
CkIIalpha,270
CG33217,0
Vps11,38
CG34031,0
nAChRalpha4,1317
alpha-Cat,5396
ND-MLRQ,6119
AGO3,6
CG17454,223
CG40298,23
CG17698,425
CG43968,0
CG40470,21
CG40045,403
Snap25,11503
nvd,3
mRpS5,1289
scro,329
CG40472,9
ND-AGGG,91
Set1,118
MED21,150
UQCR-11,3250
CG45782,248
FASN3,0
CG40178,291
CG40160,1651
CG41284,3
CG42598,0
CG40228,772
vtd,395
RpL15,4924
Dbp80,459
eIF4B,699
CG17514,244
CG45781,11
CG46302,0
CG40498,219
rl,212
CG40191,820
Yeti,1011
l(2)41Ab,18
Maf1,1172
CG17691,523
CG41520,95
CG17684,56
MFS17,967
CG41378,66
Scp1,360
dpr21,95
CG41242,0
RYa,0
uex,363
Haspin,0
CG17683,279
RNASEK,1211
IntS3,142
Gprk1,93
RpL38,7264
Stlk,644
p120ctn,163
CG17486,74
CG17883,1231
Nipped-B,181
conu,76
CG12547,138
CG17528,439
CG14464,403
CG44102,0
Ir41a,4
TpnC41C,520
CG3107,27
gus,623
Atf6,919
Nipped-A,27
d4,111
sxc,506
CG10465,135
CG10395,35
CG30441,0
COX4L,1
CG10417,383
laccase2,911
CG30440,4
CG30438,145
TpnC4,11
Fis1,337
CG17508,1669
CG11665,677
CG1344,249
Not3,505
CG8245,433
kune,161
scaf,1531
CG17337,204
vlc,331
ap,589
l(2)09851,85
CG34200,509
CG7791,35
Gp210,196
ZnT41F,51
Or42a,3
Tsp42A,1
Or42b,1
dpr12,2430
CG44438,0
CG43366,3
CG7882,0
CG7881,8
BubR1,4
mle,100
Src42A,1084
Act42A,1318
Pngl,76
Strica,65
SCAP,296
CG14591,821
Tbce,180
CG34211,11
CG34212,24
CCHa2-R,15
CG7856,0
l(2)k09848,32
CG7849,35
SmydA-5,24
Ars2,1106
EcR,730
CG14589,3
Cyp6w1,695
CG8343,1499
CG11211,207
Ptr,132
CG30432,0
eIF3f2,0
CG30431,17
CG17994,4
l(2)k14710,386
bin3,443
tomboy40,8
Pld,16
jing,197
CG15233,0
CG33919,1
Vha16-1,33648
Trap1,68
Bap170,16
Fmo-2,344
Debcl,161
Opbp,47
geminin,68
sced,53
Dpit47,26
Adf1,568
CG15908,38
CG9410,432
Hsepi,295
PGAP3,135
CG17266,9
CG9422,74
Tdc1,106
CG15909,8
Tdc2,34
CG3270,123
Mob4,610
Rab2,2992
CG45092,533
CG3409,0
Zip42C.1,0
Zip42C.2,0
l(2)01289,1349
phtf,403
CG3267,203
Eb1,2839
CG3420,93
CG9436,444
Epac,1212
Cyp6a2,267
SdhB,986
CG15237,87
ubl,140
koi,242
CG15236,674
CG34215,124
CG9445,1
coro,1766
CG9447,17
Spn42Da,409
Spn42Db,0
Spn42Dc,191
Spn42Dd,13
Spn42De,5
CG30158,526
CG3358,46
mim,182
CheB42b,0
CheB42c,9
CheB42a,2
ppk25,0
Cyp6u1,77
CG30157,18
vimar,580
CG30156,6
CG17002,66
Tsp42Ea,13
CG30159,315
Tsp42Eb,0
CG30160,0
Tsp42Ec,3
Tsp42Ed,277
Tsp42Ee,5557
CG43646,4
CG43647,6
Tsp42Ef,665
Tsp42Eg,325
Tsp42Eh,111
Tsp42Ei,353
CG33914,1
Tsp42Ej,983
Tsp42Ek,93
Tsp42El,649
lbm,220
Tsp42En,86
Tsp42Ep,14
Tsp42Eo,21
pgant3,145
Tsp42Eq,3
Tsp42Er,6
CG12836,12
CG12831,5
esn,161
Cyp9b1,68
Cyp9b2,296
Spn43Aa,4
CG12828,0
pk,76
Spn43Ab,803
Spn43Ad,41
nec,325
CG11060,5
CG33140,3
CG30385,0
CG30384,1
Or43a,1
Ady43A,135
Gadd45,339
CG1850,0
Br140,93
Incenp,2
pwn,26
CG12164,10
Dscam1,258
cos,205
Dhx15,252
Gr43a,2
Glo1,246
Eaf,212
CG11112,0
CG11113,0
CG43123,0
CG43267,1
CG1701,0
so,232
CG11145,0
CG11123,17
sPLA2,425
CG30503,0
kappaB-Ras,795
fa2h,17
CG11125,10
Inos,3097
CG11141,116
CG11127,66
p47,375
Aldh-III,656
wech,602
Coop,58
CG1620,651
dpa,9
didum,2726
mEFTu2,88
az2,26
CG1603,55
CG1602,8
PIG-G,5
Orc1,2
Drat,6293
Cyt-b5,3370
CG2137,1
CG1598,307
Corin,699
CG30499,241
boca,175
Vps13,167
blow,112
CG1360,9
scra,20
CG1358,1828
CG43340,654
CG43341,131
CG17985,142
Rpt1,889
CG30491,67
CG30495,51
CG1339,4
CG2070,3
CG2065,92
CG2064,56
DCTN4-p62,127
CG12826,1
mRpL52,112
CG12107,247
U2A,14
LRR,387
CG30493,209
CG30496,31
CG34216,1
tor,1
CG1941,29
CG1942,40
CG1946,3
CG18812,3855
CG45093,0
CG30497,530
cn,2
CanB2,1408
CG12825,28
CG12824,3
Gapdh1,8454
mus205,19
Nop17l,468
sax,449
CG1550,39
CG1882,489
cathD,2164
CG30383,0
phr,0
Prosalpha1,0
CG18853,0
CG30382,0
CG12822,181
Atg10,69
Dgk,111
CG30377,17
CG12159,225
Cul1,1760
Or43b,6
Kdm4A,78
MFS12,5
PIG-X,64
rnh1,36
drosha,22
CG8728,180
CG30380,43
CG30379,1
CG14764,476
CG34430,0
CG34431,0
azot,0
CG30378,0
CG2906,23
CG2915,125
Sep5,31
nito,252
CG14763,6
CG8726,2547
CSN4,110
ACC,426
Nup44A,44
Dic3,0
Hey,4
CG11191,231
Odc1,56
Odc2,7
CG14762,2158
Optix,59
CG12769,265
CG17977,177
lig,1167
Vps28,332
slv,130
sut1,189
sut2,15
sut3,0
sand,29
CG8712,11
CG11210,769
Cul4,148
udd,65
Asap,626
Nup50,44
coil,20
Socs44A,564
Pbp49,0
CG42516,282
Pabp2,101
Obp44a,11366
Lpin,1060
kermit,108
CG8708,5
RagC-D,150
Rs1,42
CG30373,126
Gasz,145
Mlh1,7
CG14757,242
LRP1,506
CG14756,0
CG34217,1294
dpn,1
pnut,796
CG44439,0
CG14760,0
CG30369,0
CG14759,0
CG2291,0
CG12126,0
CG30376,0
CG30375,1
CG30371,5
pdm3,205
CG11635,2
hubl,0
spaw,0
whip,0
cola,0
swif,0
boly,0
CG18449,0
CG2127,0
CG8701,0
CG2121,94
CG43296,0
CSN7,377
Lcp1,1
Lcp2,0
Lcp3,2
Lcp4,0
Cyp4ad1,0
Cyp4e2,346
Cyp4e1,57
Mal-A1,15
Mal-A2,4
Mal-A3,0
Mal-A4,0
Mal-A5,143
Mal-A6,6
Mal-A7,0
Mal-A8,0
mtt,298
CG12780,2
Cyp6a14,16
Cyp6a13,174
CG42326,15
CG14752,41
CG43183,0
CG8736,891
CG8735,97
rgr,181
CG8642,34
Cirl,1168
Vps25,113
beta3GalTII,40
CG14749,34
CG8635,108
ptc,32
Acsl,5905
UQCR-11L,30
CG30355,0
Jon44E,0
CG8586,567
CG8738,48
CG8584,0
CG12376,1
CG14744,0
PGRP-SC1a,0
CG14743,0
PGRP-SC1b,3
PGRP-SC2,11
CG14767,3090
CG30357,11
gcl,318
CG30356,19
stmA,657
CG8740,414
CG42615,14
CG8746,0
sns,553
CG30350,3
RyR,117
CG8272,118
DCTN2-p50,212
Sec31,165
ana2,2
CG13751,290
MrgBP,23
Ggamma1,32419
CCT8,170
CG30349,55
CG8252,0
Pgi,2693
lin,50
CG34219,49
CG8248,222
Spt,85
CG8243,225
CG8237,73
AIMP1,54
PAN2,175
CG13749,9
FANCI,0
CG13748,78
CG8230,379
CG33199,177
CG8229,413
Tom7,913
babo,538
spab,444
CG8213,77
Np,0
CG8172,3
CG13744,1
CG13747,1
CG8170,3
Ance-4,69
PPO2,19
CG13743,1040
CG8197,0
ana,21
CNT2,4
CNT1,0
CG13742,0
Dbp45A,5
CG8080,113
CG13741,265
CG8078,124
CG8777,29
Vang,284
Pmm45A,339
tsu,142
Mys45A,54
Phax,49
Su(var)2-10,450
GstE13,121
CG18659,785
Hydr1,538
alc,597
CG8788,2262
CG44286,0
shrb,1098
Prp38,63
CG30344,300
CG30345,142
CG8008,287
CG8046,37
Rad51D,4
CG42382,64
Rme-8,166
Rab32,3666
CG8026,0
CG45085,4901
unpg,2
CG8027,64
VhaAC45,4186
hig,2306
Cyp4p2,8
Cyp4p1,174
Cyp4p3,65
CG30343,18
Pkn,2885
CG34141,23
CG2063,19
CG1968,231
Mad1,23
Drep2,555
Myd88,427
CG13739,145
CG13954,0
Or45a,1
CG12158,4438
l(2)03659,1
CG8800,2
Non1,801
l(2)k10201,49
CG33774,138
wun,948
wun2,141
CG13955,1
prel,1440
Pdk,547
ced-6,2762
Camta,785
CG33758,0
CG33757,0
Wnt2,11
brp,963
CG1888,238
Or45b,1
CG1809,1
Not1,1784
CG1814,185
Smyd4-1,11
Updo,234
CG12929,63
RpL31,3208
clos,9
CG1827,54
Map60,108
CG30338,20
CG1902,717
CG30340,0
CG30339,0
GstT1,125
GstT2,25
CG12926,163
Mmp2,798
Uba1,1073
CG30002,90
CG1773,35
CG10459,3
dap,263
sqa,137
CheA46a,0
trpl,1185
CG1690,0
CG1688,56
CG1698,35
CG1648,2950
lectin-46Cb,6
lectin-46Ca,0
CG34033,0
CG30001,3
dila,1
hebe,215
CG1663,11
Lsm11,4
CG1665,96
Vamp7,349
CG1667,287
Orc6,5
Prosalpha7,732
CG1671,27
PCB,1129
CG30010,43
CG46338,44
Ntmt,83
CG18446,5
CG12744,2
Sec24AB,184
CG1513,1401
CG12923,2
CG30008,4
tea,8
CG1441,164
FMRFa,66
Etf-QO,401
Mef2,1226
CG15863,62
Pal1,411
CG1418,84
CG12133,0
eIF3j,1716
CG12134,10
eve,0
TER94,3972
Pka-R2,4067
CG12128,102
CG1407,492
CG12129,32
oys,1873
CG34220,1
COX7C,5852
CG44296,3
sel,215
magu,127
Def,41
PIG-N,29
mRpL42,170
Cdc2rk,15
CG12920,0
CG1371,135
egr,225
CG2269,5780
sut4,0
Jra,499
RpLP0-like,64
14-3-3zeta,43997
Pfk,1772
dmpd,384
Ccs,34
gem,0
CG46319,3413
CG12917,2
Or46a,1
CG18011,69
KCNQ,39
mlt,714
CG34221,1
Hr3,99
CG12912,90
CG46321,20
Hdc,220
CG12209,1
CG12914,84
CG12913,229
Syb,1203
CG12911,35
CG12910,79
CAP,635
JhI-1,23
CG12909,15
Obp46a,0
Ndg,91
CG34222,2
SLO2,474
CG43200,1
CG43172,0
CG46305,0
CG43171,0
CG43201,2
CG43178,0
CG46298,0
CG43397,3
CG12902,0
CG42733,5
CG43396,0
Gr47a,0
Ir47a,10
CG12898,2
CG33477,1
CG33476,0
CG33475,5
Prx2540-2,175
CG11825,173
CG33474,6
Prx2540-1,579
CG12896,250
RanBPM,773
CG12895,164
Galphao,1854
Cyp49a1,16
Caf1-105,4
CG11777,25
whd,719
trsn,40
CG17765,589
pre-lola-G,0
lola,1987
psq,2472
CG11883,553
Git,67
Elp2,43
CG12934,2
stan,83
Rab3,2658
CG12309,0
CG12338,131
CG7220,1870
Mat1,35
CG33144,224
mthl13,0
wde,121
CG12935,19
CG7637,198
mms4,1
CG12341,162
CG7222,804
dgo,25
Prosbeta5,927
Lsm10,16
RpS15Ab,415
CG12343,192
CG12325,33
CG12344,299
LTV1,563
CG30015,483
CG30016,1
nclb,71
Taf5,65
Pex6,63
CG18003,209
CG18004,51
CG30020,93
cag,69
CG12942,51
ND-B14,500
Rpb5,81
polyph,2
Obp47a,0
Spn47C,231
luna,197
CG43188,0
CG43189,1
Cyp12d1-p,22
Cyp12d1-d,15
BBS4,8
CG13229,136
CG13231,5
CG12391,98
CG13230,0
shn,207
CG9084,0
Syx6,833
CG7737,176
metro,575
CG13218,0
CG13228,0
CG13227,0
CG34223,0
CG13217,0
CG34224,0
CG13216,0
CG13215,13
Listericin,447
CG13226,1
CG34225,2
CG34227,365
CG43112,3
Or47a,0
Cpr47Ea,29
Cpr47Eb,0
CG13223,0
Cpr47Ec,0
Cpr47Ed,6
Cpr47Ee,86
Cpr47Ef,59
TpnC47D,102
Cpr47Eg,0
CG9067,90
Vhl,263
CG9062,165
CG13220,497
Fbl6,118
CG18335,28
dare,55
CG30033,562
CG18336,26
CG42336,247
CG7741,23
Obp47b,0
Fpps,51
CG7745,80
nompA,21
CG43114,185
Or47b,1
sha,2
lambdaTry,0
kappaTry,0
zetaTry,0
etaTry,0
thetaTry,0
alphaTry,0
epsilonTry,0
betaTry,0
gammaTry,0
CG30031,0
CG30025,0
deltaTry,0
CG13202,1
iotaTry,0
CG12384,570
ix,29
san,139
Gr47b,3
CG13204,39
Tapdelta,407
CG13203,19
Tsp47F,36
Sod3,832
sprt,86
CG30022,152
Smyd4-3,3
CG30026,28
CG34054,33
Drip,1222
CG7763,2
Prip,288
qvr,502
E(Pc),527
inv,23
en,16
tou,408
Egm,44
CG9005,1552
CG9003,887
CG34228,38
Roc2,73
CG13198,0
Tret1-1,1104
Tret1-2,17
Buffy,2
CG13196,0
wal,1256
CG13197,213
Ir48b,0
pyr,1
ths,1119
CG13193,0
CG42493,2
Ir48c,0
CG13192,111
Sobp,34
CG34229,86
S2P,67
CG43190,0
Sln,107
Mtor,120
CG34230,1
Twdlbeta,1
Damm,2
CG42531,0
CG13185,10
cuff,0
ERp60,904
eEF1alpha1,30445
MCPH1,54
Zip48C,89
reb,136
exp,391
PI31,357
ADD1,96
CG30036,0
CG30037,0
GalT1,398
RnrS,95
CG34231,57
rho-7,130
CG8298,215
otk,27
otk2,24
Mppe,914
pds5,193
CG8321,834
CG43191,3
128up,113
RpIII128,16
Drep1,594
CG30039,0
CG44314,101
Drep3,128
CG8888,84
CG13186,0
jeb,252
CG18343,229
SkpB,11
Smyd4-4,13
OSCP1,6
Hen1,21
CG8878,228
CG8407,6
Prp8,56
CG13177,2
CG34232,10
Oda,32806
SmD3,6
CCT5,185
EndoG,67
CG8860,316
wash,96
CG33964,0
CG13175,211
SmF,43
Cyp6g1,499
Cyp6g2,4
Cyp6t3,14
CG8858,114
RpS11,5496
Sr-CII,0
CG13171,0
CG8854,87
CG13170,0
CG43315,0
CG43316,0
CG43244,0
CG13168,7
Vha36-2,1
Cam,38222
CG42700,404
CG8850,0
CG13164,1
CG17739,944
CG30203,15
CG30046,53
mIF3,138
CG8841,204
garz,107
CG8490,43
CG34021,0
Den1,216
CG8839,326
ana3,6
CG30047,1
CG30049,0
CG30043,0
CG33012,0
CG13160,0
CG13159,0
Cpr49Aa,24
Cpr49Ab,21
CG13155,5
CG8501,82
Cpr49Ac,158
Cpr49Ad,0
Or49a,0
CG30048,0
Cpr49Ae,1270
Cpr49Af,12
Cpr49Ag,499
CG30050,19
CG33626,0
CG33627,0
Cpr49Ah,14
CG13157,0
CG42782,0
CG8834,2
CG8520,419
CG8525,44
CG13154,13
Nup54,23
CG43204,1
DUBAI,408
Tmem18,40
Dyb,849
CG30334,6
Lac,356
dgt5,0
CG8545,55
CG8550,28
Dh44-R2,193
CG34234,7
fdl,518
s-cup,78
vis,1
achi,66
CG13151,18
CG8818,321
CG8569,41
CG33632,3
fra,213
CG33752,2
CG30056,2
CG33775,0
Cyp301a1,8
Ak6,10
stil,0
ClC-b,65
Sin3A,2015
Amph,2865
Galphaq,7467
CG45086,49118
CG30054,2
CG17760,22
muskelin,37
CG33792,0
spt4,111
CG33672,560
CG33671,0
Iswi,51
CG8785,604
CG8778,123
ZnT49B,244
CG8646,5
nemy,596
GLS,595
CG8771,11
CG13148,15
CG30053,3
Obp49a,360
CG8768,221
wuc,0
CG42663,662
Mos,3
Taz,207
mRpL18,51
ox,1132
Dgkepsilon,405
Nacalpha,1994
CG12374,0
sca,125
CG17580,0
Cyp9h1,22
Or49b,1
CG17575,0
antr,1
CG30486,1
CG17574,289
bic,5726
CG3790,62
Lfg,31
AspRS,557
Nmda1,2040
vg,11
NAT1,1953
CG13319,103
sug,10
CG17019,160
SCCRO3,198
Sans,14
CG30487,0
Mdr49,151
CG44251,0
CG44250,12
CG13321,5
Psc,22
CG33798,0
Su(z)2,371
CG13323,0
CG13324,0
Drl-2,88
CG44341,0
CG13325,0
CG3955,348
CG13326,1
Cap-G,14
Ack-like,403
TppII,429
ND-MWFE,1267
Nrk,56
CG15870,10
GLaz,325
Spt-I,356
AGBE,1190
CG33137,2
CG17724,161
Kdm4B,27
seq,0
ValRS,211
Orc3,0
CG34315,91
FLASH,10
CG34312,0
CG30058,0
CG34235,0
AQP,259
CG4627,50
CG4630,34
CG4646,150
CG17059,441
Fsn,351
Dp,653
Pex13,301
fsd,20
CG4670,911
CG4676,44
CG4679,40
GstE14,525
Mp20,4611
CG4712,0
CG4714,0
CG4716,2970
CG10799,144
CG42319,229
Dh31-R,93
CG4734,0
CG17047,0
CG17048,5
CG10814,7
CG43691,0
AttC,416
CG4744,0
IMPPP,4
CG18278,0
CG33470,0
CG30059,0
CG42321,990
CG30060,12
CG30065,0
Ser8,0
cnn,831
CG30062,58
cbs,98
arr,288
CG43192,0
cbc,43
cid,0
bbc,1866
drk,1479
mars,2
mip120,41
mEFTu1,453
Vmat,3635
CG13330,0
CG13331,0
CG13332,20
CG6145,476
CG33156,26
Roe1,122
link,0
CG13334,1
CG42807,140
CG42808,862
CG6191,211
CG45088,3235
fand,38
S-Lap5,0
CG43058,0
CG34236,0
CG12464,0
CG17716,525
CG6209,0
CG13337,2
CG18368,0
CG6220,0
CG6280,3
Cpr50Ca,4
S-Lap7,0
Cpr50Cb,47
stj,837
fl(2)d,328
CG13339,113
CG6329,17374
CG6337,0
CG6347,0
CG6357,641
Syngr,3636
CG30484,1
CG30485,1
CG6543,434
CG6553,71
tum,4
Uba3,41
CG16935,209
CG13344,148
shot,1254
DJ-1alpha,8
AGO1,3326
mRpL53,401
CG33155,0
Rpn13,863
Cp1,6293
CG42806,337
PheRS-m,114
St4,0
CG18568,1
CG6701,495
Ctf4,5
CG8067,50
RN-tre,337
mam,612
CG18371,1
Prosap,1064
CG42287,1
CG42288,0
Rcd1,101
pea,31
CG13018,64
CG13016,20
CysRS-m,55
O-fut1,80
eIF3m,1086
CG8323,165
CG18327,17
CG18324,52
CG8331,1031
mRpS16,42
cg,1743
CG30069,113
VGAT,776
Sox15,2
RpS23,8633
CG8468,492
Opa1,1715
CG8485,246
Usp20-33,146
SmydA-1,55
Mdr50,2
Hsc70-5,2174
CG8531,234
beta4GalNAcTA,119
CG8547,312
SelD,102
conv,46
Ih,1336
tej,3
Shroom,128
CG8613,514
CG8617,243
Arc1,15180
Arc2,54
Tfb1,98
CG34184,0
CG34442,1
CG34443,0
CG34444,0
Obp50a,0
Obp50c,0
Obp50b,0
Obp50d,1
CG34185,0
Obp50e,2
CG30075,0
Dh44-R1,55
CG10104,0
CG17385,377
Sin1,49
Achl,322
phyl,39
Oaz,3
PRAS40,53
Cpsf160,58
Asx,467
Cpr51A,122
CG30197,5736
ttv,222
CG30076,0
CG43919,0
LamC,422
CG12869,7
RpI1,11
Blos1,190
tra2,400
CG12868,160
CG33469,13
CG33468,0
Su(var)2-HP2,23
Sec61beta,591
CG12863,3
CG10131,50
CG43236,208
CG12862,0
CG10139,55
Adgf-E,0
CG12861,0
CG12860,0
CG12866,0
mspo,307
CG30479,0
CG30480,5
jef,2925
Dro,233
AttA,512
AttB,232
Rpn6,2388
ave,115
CG10151,29
ND-B15,1132
Trs31,42
CG12857,17
Spred,2184
BEAF-32,157
kn,41
hui,67
CG10202,0
CG10205,1446
NaPi-T,39
CG10209,75
SMC2,5
Ercc1,17
Ciao1,137
HPS1,129
CG33506,73
U3-55K,17
Pcf11,1151
Cyp6a22,55
Cyp6a17,80
Cyp6a23,57
Cyp6a19,5
Cyp6a9,166
Cyp6a20,205
Cyp6a21,35
Cyp6a8,238
Cyp317a1,405
Kank,1497
ADPS,40
CG12853,0
Lap1,185
CG10257,52
aPKC,2560
ckn,737
pcs,443
CG7639,388
CG10265,50
hbs,175
CG43101,0
Obp51a,0
CG33467,0
chn,1585
Rpb12,152
CG8089,1
CG7544,50
igl,11045
CG43068,6
Sfp51E,0
CG43829,0
GPHR,128
CG11807,119
CG42391,2
row,157
Ir51b,0
CG8093,0
CG11808,19
mRpL41,28
CG8079,588
Hex-C,392
Fs,876
scb,944
ItgaPS4,5
Trpm,363
ND-51L2,1
CG8152,38
Xpc,333
CG8155,170
Arf51F,1675
CG8157,16
CG8160,0
Hr51,3
unc-5,434
Pms2,36
dup,16
SRPK,1260
CG43729,774
Mtk,2412
CG30472,0
CG34188,0
CG8180,354
CG12964,1
Ir52a,0
Ir52b,0
Ir52c,0
Ir52d,0
GalNAc-T1,331
Khc-73,1875
CG30471,0
CG30467,30
CG8187,204
Vha36-1,2066
eIF2Bgamma,99
CG8192,23
CG12963,1
CG8195,305
Flo1,555
CG30466,35
Cdk5,233
CG8204,84
CG42524,23
fus,374
CG8207,33
Vha14-1,1096
CG30091,0
Impbeta11,33
CG30082,65
Cep89,0
CG30090,4
CG30088,0
CG30087,3
CG33460,12
CG33461,0
CG33462,0
CG42662,0
CG30080,129
CG30083,1
CG30089,139
Zasp52,674
tun,174
CG33465,1
Poxn,11
CG8249,245
CG12970,2
Gpo-1,420
Rif1,7
sli,761
CG33463,1
bdg,58
Diap2,810
bug,100
Mlf,3078
CG8299,3
Cyp4aa1,120
COX6AL,1
Strn-Mlck,274
CG8366,13
CG8314,266
Pex11,184
CG8320,197
ATPCL,792
CG8370,77
Ufc1,313
CG8389,83
CG8388,15
Prosbeta1,930
Rrp42,5
CG8397,382
CG8399,394
casp,451
CG8401,22
SP2353,1132
CG8405,489
Dg,819
mRpL34,69
CG8414,3
Rho1,5475
Ric,3332
Asph,3301
Jhedup,406
Jhe,58
CG30095,0
spin,1668
Got1,3724
CG30094,68
CysRS,97
Ext2,281
CG10731,116
lbk,318
CG10734,0
CG8435,36
Ptp52F,3
Lis-1,5030
CG8441,22
clu,806
calypso,46
CG44242,934
CG42837,3985
CG44243,4
Shark,38
mrj,1140
CG7798,0
CG15706,76
Tsf3,118
CG15701,1
CG7786,1
CG3687,0
krimp,4
CG15708,0
CngA,45
fidipidine,17
csul,20
Khc,616
CG33017,0
cato,0
prim,43
CG15705,0
CG7755,0
